
1, -1.4281480067421144, -1.4281480067421155, 86.28277352607233, 222.27162358451804
2, -1.4281480067421148, -1.4281480067421142, 89.23159473648921, 242.65491275114582
3, -1.482560968512741, -1.4825609685127399, 109.87696503505978, 235.05738053305774
4, -1.482560968512739, -1.4825609685127406, 82.51639741012723, 243.46264590755337
5, -1.539864963814583, -1.5398649638145832, 76.51396407893102, 260.12180995659725
6, -1.5398649638145836, -1.539864963814584, 107.1370969381513, 246.67905980517781
7, -1.6003345290410507, -1.600334529041052, 94.55914665762762, 271.94465864881437
8, -1.6003345290410511, -1.60033452904105, 112.16282647707922, 248.03258034266892
9, -1.6642794823505194, -1.664279482350518, 119.82878716522029, 267.3906931724074
10, -1.6642794823505185, -1.6642794823505178, 94.58926369385162, 277.1000421764251
11, -1.7320508075688787, -1.732050807568876, 87.86533479473214, 303.86533479473195
12, -1.7320508075688772, -1.7320508075688759, 98.93713156445664, 294.93713156445654
13, -1.8040477552714234, -1.8040477552714242, 89.63494991310091, 312.4028065928509
14, -1.8040477552714254, -1.8040477552714245, 129.620270124747, 286.38283593642285
15, -1.8807264653463351, -1.8807264653463311, 103.39065670078399, 316.39610351973516
16, -1.8807264653463336, -1.8807264653463325, 126.97821918435774, 280.34214089400257
17, -1.9626105055051533, -1.9626105055051515, 144.59690199586925, 303.19052904600846
18, -1.9626105055051526, -1.9626105055051513, 142.59231105749998, 309.9966951659802
19, -2.050303841579295, -2.0503038415792973, 129.43830925189135, 321.05675999909965
20, -2.0503038415792973, -2.050303841579296, 142.46024675329457, 311.2669771734542
21, -2.1445069205095595, -2.144506920509558, 117.5856820984265, 363.6706467462864
22, -2.1445069205095577, -2.14450692050956, 146.71762479010513, 340.7461546086103
23, -2.246036773904218, -2.246036773904219, 150.78217767146648, 342.55245784625725
24, -2.2460367739042177, -2.246036773904216, 138.97802376866335, 370.08579731264155
25, -2.355852365823753, -2.3558523658237545, 144.7032842749116, 380.1593134776775
26, -2.355852365823753, -2.3558523658237522, 144.1785026039012, 384.75314113716155
27, -2.4750868534162973, -2.4750868534162964, 167.23029015587144, 391.46553181040866
28, -2.4750868534162964, -2.4750868534162977, 141.209425436134, 408.15614169153565
29, -2.605089064693802, -2.605089064693802, 178.1037789307931, 406.9188839200706
30, -2.6050890646938014, -2.605089064693802, 175.8693679559624, 410.2653291644905
31, -2.7474774194546243, -2.7474774194546243, 155.95854185997325, 454.18659067660826
